year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2007,Ford,Explorer,XLT,SUV,,1fmeu73e37ua97641,va,3.5,104047.0,silver,black,shirlie slack mitsubishi,6375,8700,2015-04-02 02:35:00
2006,Toyota,Tundra,SR5,Access Cab,automatic,5tbbt44106s479111,fl,3.0,116277.0,—,gray,ari,10800,10200,2015-04-01 08:10:00
2014,Ford,Fusion Hybrid,SE,Sedan,automatic,3fa6p0lu2er271711,il,4.6,25523.0,blue,gray,ford motor credit company,18500,19600,2015-04-07 04:00:00
2013,Chevrolet,Equinox,LS,SUV,automatic,2gnalbek1d6349853,fl,4.4,56184.0,black,black,ge fleet services for itself/servicer,14550,16400,2015-04-01 02:00:00
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jaxcr169152,mn,4.6,33928.0,black,black,"ford motor credit company,llc",13650,19600,2015-04-01 06:00:00
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f32ca092363,pa,3.7,41555.0,gray,black,"ahfc/honda lease trust/hvt, inc. eot",12450,21400,2015-04-03 02:00:00
2012,Honda,Odyssey,EX,Minivan,automatic,5fnrl5h49cb060688,pa,3.5,36402.0,gray,gray,"ahfc/honda lease trust/hvt, inc. eot",19100,11700,2015-04-03 02:00:00
2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap5cn468774,pa,2.9,45079.0,gray,black,nissan-infiniti lt,12000,15500,2015-04-03 02:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap9cc191560,pa,3.3,38160.0,blue,black,nissan-infiniti lt,12400,13700,2015-04-03 02:00:00
2012,Nissan,Altima,2.5 S,Coupe,automatic,1n4al2ep3cc210985,pa,3.4,38625.0,white,beige,nissan-infiniti lt,13350,23800,2015-04-03 02:00:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap0cc157572,tx,3.3,35780.0,white,gray,nissan-infiniti lt,12600,11400,2015-04-01 03:30:00
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2apxcc167445,tx,3.7,44006.0,white,gray,nissan-infiniti lt,12100,10700,2015-04-01 03:30:00
2012,Nissan,Altima,2.5,Sedan,,1n4al2ap7cn513777,pa,4.3,44690.0,black,black,nissan-infiniti lt,11900,10100,2015-04-10 02:00:00
2012,Nissan,Murano,SL,SUV,automatic,jn8az1mwxcw204938,pa,4.2,50518.0,white,beige,nissan-infiniti lt,21100,9300,2015-04-03 02:00:00
2012,Nissan,Sentra,2.0 SR,Sedan,,3n1ab6ap6cl771442,pa,3.5,39070.0,white,gray,nissan-infiniti lt,10750,14000,2015-04-03 02:00:00
2011,Ford,Ranger,XL,SuperCab,,1ftkr1ed3bpa08636,mi,2.4,46390.0,white,black,sutton leasing inc,11250,18600,2015-04-16 02:30:00
2014,Chevrolet,Captiva Sport,LT Fleet,SUV,automatic,3gnal3ek6es609673,oh,1.0,24265.0,blue,gray,hertz/tra,16200,4300,2015-04-02 02:00:00
2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u083390089,ca,3.2,1.0,red,gray,charitable auto resource,9725,900,2015-04-07 05:00:00
2007,HUMMER,H3,Base,SUV,automatic,5gtdn13e578148357,oh,3.4,87412.0,red,beige,humberview chevrolet,13150,11500,2015-04-07 02:30:00
2006,Infiniti,G35,x,Sedan,automatic,jnkcv51f46m616251,ca,2.2,147001.0,blue,gray,lease & rental management,5700,3800,2015-04-01 05:30:00
2005,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l15r415009,wi,1.0,154949.0,green,gray,honor finance,1925,300,2015-04-15 05:30:00
2004,Nissan,Xterra,XE,SUV,automatic,5n1ed28t84c621085,tx,2.0,189798.0,silver,gray,titlemax/leon valley tx1,2300,1000,2015-04-29 05:30:00
2003,Chevrolet,Impala,LS,Sedan,automatic,2g1wh52kx39139103,oh,1.9,130266.0,blue,gray,dt inventory,2500,1100,2015-04-16 02:00:00
2001,Mitsubishi,Galant,ES,Sedan,automatic,4a3aa46g21e126987,nm,1.0,1.0,white,beige,titlemax/los lunes nm1,1400,400,2015-04-01 07:15:00
2000,Buick,LeSabre,Custom,Sedan,automatic,1g4hp54k9y4179954,ca,2.3,122774.0,white,gray,veraxs corp,1525,500,2015-04-14 05:30:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg4er307084,co,3.0,26850.0,burgundy,black,hertz corporation/gdp,18950,30300,2015-04-15 04:30:00
2014,Ford,Edge,Limited,SUV,automatic,2fmdk3kc4eba39034,tx,4.7,32355.0,brown,beige,avis corporation,24100,29500,2015-04-01 03:15:00
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0h73er261496,mn,3.8,37007.0,black,black,ars/avis budget group,14400,24700,2015-04-01 03:00:00
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb6dr257343,ca,3.5,21130.0,black,—,mercedes-benz finc wholesale advantage,22800,20250,2015-04-01 05:30:00
2013,Nissan,Altima,2.5,Sedan,,1n4al3ap3dn497715,pa,3.5,30357.0,white,black,nissan-infiniti lt,14500,11700,2015-04-17 02:00:00
1998,,,,,automatic,1b4hs28z6wf123851,nm,2.1,1.0,white,—,800 loan mart,1075,300,2015-04-01 05:27:00
2003,Mazda,Tribute,LX-V6,SUV,,4f2yz04183km50693,nc,2.5,158786.0,black,brown,primeritus remarketing / chesterfield impor,2175,1400,2015-04-06 02:30:00
2013,Dodge,Charger,SE,Sedan,,2c3cdxbg7dh663950,pa,3.8,55039.0,gray,black,the hertz corporation,15000,12850,2015-04-24 02:00:00
2014,Ford,F-150,XL,Regular Cab,automatic,1ftnf1cf8ekd17336,pa,4.1,9260.0,white,gray,u-haul,17650,20000,2015-04-03 02:00:00
2014,Ford,F-150,XLT,Regular Cab,automatic,1ftnf1cf8ekd16669,pa,3.6,10153.0,white,gray,u-haul,17550,19500,2015-04-03 02:00:00
2005,Dodge,Durango,SLT,SUV,automatic,1d4hb48d35f590326,oh,1.0,1.0,blue,gray,mid western car sales,4500,800,2015-04-07 05:00:00
1995,Nissan,Maxima,SE,Sedan,automatic,jn1ca21d4st089129,ms,1.0,265466.0,beige,gray,select remarketing group llc/midwest title loans,725,200,2015-04-02 05:02:00
2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4bjwdg0cl201349,mi,5.0,31876.0,red,black,kip killmon ford,25100,17800,2015-04-02 02:20:00
2006,Dodge,Grand Caravan,SXT,Minivan,automatic,2d4gp44l56r791505,fl,1.9,92347.0,silver,gray,mariner finance llc /nottingham,3525,2100,2015-04-08 02:05:00
2002,Dodge,Dakota,SLT,Quad Cab,automatic,1b7hl48n12s550459,va,2.3,168444.0,blue,gray,primeritus remarketing/the car store,3175,1850,2015-04-02 02:20:00
2002,Mitsubishi,Eclipse,GS,Hatchback,manual,4a3ac44gx2e091453,va,2.8,126568.0,silver,black,hendrick honda woodbridge,1475,1200,2015-04-02 02:50:00
1999,,,,,automatic,1gndm19wxxb104763,la,1.0,134258.0,white,gray,"fleet street remarketing,llc",1425,400,2015-04-01 04:00:00
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,1fbne3bl8eda14569,fl,3.5,35056.0,white,gray,ars/avis budget group,19150,13900,2015-04-23 02:00:00
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8am2e5240338,fl,3.7,34378.0,—,black,ars/avis budget group,18000,31000,2015-04-02 02:00:00
2014,Nissan,Pathfinder,SL,SUV,automatic,5n1ar2mn0ec638696,fl,3.5,30057.0,blue,beige,lexus of pembroke pines,26000,10600,2015-04-08 02:35:00
2013,Ram,1500,Tradesman,Crew Cab,automatic,1c6rr7kt3ds709651,mi,5.0,19000.0,silver,gray,chrysler capital,27300,28100,2015-04-02 02:30:00
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb8e7301614,fl,4.0,16940.0,gray,beige,gm remarketing,15600,13800,2015-04-20 06:00:00
2007,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25v771141890,tx,1.9,189508.0,white,gray,ge fleet services for itself/servicer,5575,3200,2015-04-16 04:00:00
2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb2e7288777,fl,4.0,21224.0,silver,black,gm remarketing,15350,19900,2015-04-20 06:00:00
2014,Chevrolet,Impala Limited,LT Fleet,Sedan,automatic,2g1wb5e30e1178872,fl,4.0,13322.0,white,black,gm remarketing,14550,20500,2015-04-14 02:30:00
2005,Honda,Civic,Value Package,Sedan,automatic,2hges16335h556895,fl,1.9,1.0,silver,gray,hertz remarketing,5050,2000,2015-04-03 02:20:00
2004,Pontiac,Bonneville,SE,Sedan,automatic,1g2hx52k34u248546,fl,1.9,63084.0,brown,beige,progressive remarketing,3250,1350,2015-04-01 08:10:00
2003,Ford,Explorer,XLS,SUV,,1fmzu72k13ua06403,va,2.0,130835.0,silver,gray,titlemax / fredericksburg va2,1825,450,2015-04-23 04:50:00
1999,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gw58s5xc519516,fl,1.9,194156.0,burgundy,gray,tmx finance dba instaloan lakeland fl1,1325,300,2015-04-01 09:31:00
2014,Ford,Taurus,Limited,Sedan,automatic,1fahp2f85eg176456,il,4.4,34289.0,black,tan,avis budget group,20000,27000,2015-04-07 04:00:00
2014,Toyota,Corolla,LE,Sedan,automatic,5yfburhe3ep069246,tn,3.7,32409.0,black,gray,toyota financial services/avis budget group-open,13350,13700,2015-04-15 03:30:00
2014,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,5tdkk3dc5es454712,fl,3.7,37035.0,gray,gray,avis corporation,22000,20700,2015-04-07 02:30:00
2013,Ford,F-150,Platinum,SuperCrew,automatic,1ftfw1et4dfc03798,il,4.9,21715.0,white,black,ford-lincoln dealer program,39400,18600,2015-04-02 03:00:00
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f27dl315556,il,4.4,19072.0,gray,gray,advantage chevrolet/ge,11850,24000,2015-04-02 03:00:00
2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h70dr253497,il,3.8,19147.0,black,black,"ford motor credit company,llc",15300,13500,2015-04-02 03:00:00
2013,Nissan,Armada,SV,SUV,automatic,5n1aa0nc9dn608284,tn,4.2,18631.0,black,black,wholesale inc # 2,27300,9800,2015-04-01 03:30:00
2012,BMW,X3,xDrive28i,SUV,,5uxwx5c52cl727121,pa,4.7,41817.0,blue,brown,oceanside auto center inc,26500,29000,2015-04-03 02:00:00
2008,Chevrolet,Cobalt,LT,Sedan,automatic,1g1al58f287338237,pa,4.1,142114.0,silver,gray,1 cochran of monroeville,2625,2500,2015-04-01 05:00:00
2008,Dodge,Dakota,SLT,Crew Cab,automatic,1d7he48n38s535888,tx,1.9,118457.0,red,gray,lithia chrys jeep dodge of bryan college station,7275,7000,2015-04-01 03:20:00
2007,Buick,Rainier,CXL,SUV,automatic,5gadt13s372260811,pa,2.7,132693.0,burgundy,beige,1 cochran of monroeville,4000,4600,2015-04-01 05:00:00
2005,Cadillac,DeVille,Base,Sedan,automatic,1g6kd54y35u145627,nj,2.2,104687.0,gray,gray,englewood cadillac,2925,450,2015-04-01 02:30:00
2003,,,,,automatic,jtjbt20xx30007970,pa,2.8,137672.0,blue,gray,1 cochran of monroeville,8975,8300,2015-04-01 05:00:00
2014,Chrysler,200,LX,Sedan,automatic,1c3ccbab7en207001,wi,2.3,5339.0,black,black,napletons auto werks inc,13200,24100,2015-04-01 03:00:00
2002,Oldsmobile,Aurora,3.5,Sedan,automatic,1g3gr64h624174853,pa,2.0,112699.0,beige,beige,1 cochran of monroeville,1525,1100,2015-04-01 05:00:00
2001,Honda,Accord,EX,Sedan,manual,jhmcg556x1c029944,nm,1.9,189408.0,black,gray,automotive remarketing inc,1925,400,2015-04-08 07:00:00
2000,Chevrolet,Blazer,LS,SUV,automatic,1gnct18w2yk266906,nm,2.1,100366.0,gold,gray,automotive remarketing inc,1325,1200,2015-04-08 07:00:00
2000,Cadillac,DeVille,DTS,Sedan,automatic,1g6kf5792yu251697,nm,2.6,1.0,white,gray,automotive remarketing inc,2900,1000,2015-04-08 07:00:00
1997,Toyota,Land Cruiser,Base,SUV,automatic,jt3hj85j3v0169229,nm,1.0,233384.0,gray,—,automotive remarketing inc,4275,300,2015-04-08 07:15:00
2014,Volkswagen,Jetta,SE PZEV,Sedan,,3vwd17aj6em262430,az,2.0,1.0,black,—,enterprise vehicle exchange / tra / rental / tulsa,13300,2800,2015-04-01 05:00:00
2013,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5e37d1261976,az,4.2,52963.0,white,black,the hertz corporation,10400,13000,2015-04-02 05:00:00
2008,Chevrolet,Silverado 1500,LS,Extended Cab,automatic,1gcek19058z174338,pa,2.0,110537.0,red,black,classic chevrolet,14100,10500,2015-04-22 05:00:00
2007,Ford,F-150,Lariat,SuperCrew,automatic,1ftpw14507fa63017,ny,2.0,157145.0,black,tan,tcar recovery and remarketing,10900,6000,2015-04-02 02:15:00
2007,Nissan,Pathfinder,SE,SUV,automatic,5n1ar18w47c602445,pa,2.6,73738.0,blue,brown,honda north,8850,8400,2015-04-01 05:00:00
2007,Toyota,Camry,XLE,Sedan,automatic,jtnbe46k573010912,pa,3.8,66610.0,blue,gray,classic toyota,8525,7600,2015-04-22 05:00:00
2005,Ford,Focus,ZX4 ST,Sedan,manual,1fafp38z05w207377,pa,1.0,139382.0,silver,black,auto estates inc,1625,1700,2015-04-08 05:00:00
2005,GMC,Yukon XL,1500 SLE,SUV,automatic,3gkfk16z95g177699,pa,2.0,182463.0,gray,gray,classic chevrolet,3325,3800,2015-04-01 05:00:00
2004,Dodge,Ram Pickup 1500,SLT,Regular Cab,automatic,1d7hu16d44j134720,pa,2.0,132678.0,black,black,west herr auto exchange inc,6025,4800,2015-04-01 05:00:00
2004,Lincoln,Navigator,Luxury,SUV,,5lmfu27rx4lj25518,ga,2.3,148566.0,silver,gray,auto one acceptance llc,5050,2200,2015-04-02 03:00:00
2003,Mitsubishi,Eclipse Spyder,GTS,Convertible,manual,4a3ae75h13e012417,pa,2.0,100675.0,black,black,classic buick gmc,2900,2800,2015-04-01 05:00:00
2000,Cadillac,DeVille,DHS,Sedan,automatic,1g6ke57y9yu201535,pa,3.9,74116.0,white,gray,honda north,1625,3100,2015-04-01 05:00:00
1997,Chevrolet,Lumina,Base,Sedan,automatic,2g1wl52m2v9297406,pa,1.9,53847.0,blue,blue,honda north,1225,1800,2015-04-01 05:00:00
1997,Saturn,S-Series,SL2,Sedan,manual,1g8zj5277vz197340,pa,2.0,92128.0,—,black,1 cochran of monroeville,900,1000,2015-04-01 05:00:00
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap1dc268025,tx,3.8,42279.0,white,beige,auction insurance agency,13000,8900,2015-04-07 04:00:00
2012,Ford,F-150,XLT,SuperCrew,automatic,1ftew1cm2ckd24892,ca,3.5,31197.0,gray,gray,"ford motor credit company,llc pd",23600,22100,2015-04-09 05:30:00
2012,Hyundai,Elantra,GLS,Sedan,automatic,kmhdh4ae2cu418743,ca,3.8,26203.0,gray,gray,hyundai motor finance,11500,12000,2015-04-07 05:30:00
2012,Hyundai,Sonata Hybrid,Base,Sedan,automatic,kmhec4a48ca022439,oh,2.8,32169.0,burgundy,tan,hyundai motor finance,15550,18700,2015-04-07 02:30:00
2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac9ch473158,fl,3.8,25928.0,silver,gray,hyundai motor finance,12800,18000,2015-04-07 02:30:00
2012,Nissan,Altima,2.5,Sedan,automatic,1n4al2ap0cn557779,ga,4.3,44111.0,white,black,nissan-infiniti lt,12000,15400,2015-04-07 02:30:00
2011,Ford,Taurus,SE,Sedan,automatic,1fahp2dw9bg139861,pr,2.9,50455.0,gray,gray,wheels exchange llc,12400,8100,2015-04-09 05:00:00
2008,Buick,LaCrosse,CX,Sedan,automatic,2g4wc582481334838,pa,2.9,97439.0,black,gray,honda north,6425,5500,2015-04-01 05:00:00
2008,Ford,Focus,SE,Sedan,automatic,1fahp35n68w126026,pa,2.8,81809.0,blue,black,honda north,5575,4550,2015-04-01 05:00:00
2007,Hyundai,Elantra,GLS,Sedan,automatic,kmhdu46d37u028705,pa,2.0,141415.0,red,beige,1 cochran of monroeville,3425,2600,2015-04-01 02:00:00
2007,Saturn,Aura,XE,Sedan,automatic,1g8zs57nx7f170576,fl,1.9,118352.0,silver,gray,bright star credit union,3450,1100,2015-04-21 02:30:00
2006,Dodge,Durango,SLT,SUV,automatic,1d4hb48286f141479,pa,2.2,97570.0,blue,gray,credit acceptance corp/vrs/southfield,6750,3900,2015-04-07 02:30:00
2006,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ftsw21p76ed83221,fl,2.8,123997.0,white,beige,meridian remarketing,15000,9900,2015-04-03 03:45:00
2014,Chrysler,Town and Country,Touring-L,Minivan,,2c4rc1cg7er351160,on,4.7,28080.0,white,black,fca canada inc,26600,25000,2015-04-07 03:00:00
2005,Ford,Taurus,SE,Sedan,automatic,1fafp53u25a262305,ga,1.1,160833.0,gray,gray,peoples credit company inc,1075,375,2015-04-07 02:30:00
2005,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38775b135437,pa,2.1,182594.0,silver,gray,1 cochran of monroeville,3925,4200,2015-04-01 05:00:00
2005,Jeep,Wrangler,X,SUV,manual,1j4fa39s85p329924,pa,2.1,74107.0,blue,black,adventure chrysler jeep,12100,10100,2015-04-08 05:00:00
2002,Pontiac,Sunfire,SE,Coupe,automatic,1g2jb124427103344,pa,2.0,45237.0,red,black,honda north,1650,1300,2015-04-01 05:00:00
2001,Chevrolet,Cavalier,Base,Coupe,automatic,1g1jc124x17170157,pa,2.0,76925.0,silver,gray,honda north,1300,2000,2015-04-01 05:00:00
2014,FIAT,500L,Trekking,Wagon,,zfbcfadhxez024748,on,4.8,24184.0,black,black,fca canada inc,19100,16600,2015-04-07 05:00:00
2014,Toyota,Camry,LE,sedan,automatic,4t1bf1fk2eu359352,ga,3.6,33291.0,silver,—,avis corporation,15100,12200,2015-04-02 02:30:00
2013,Chevrolet,Silverado 1500,Work Truck,Regular Cab,automatic,1gcncpex4dz114936,pa,4.5,32715.0,white,gray,peter stallone auto sales inc,15200,11200,2015-04-03 02:00:00
2013,Ford,Explorer,XLT,SUV,automatic,1fm5k8d82dgb96403,ny,4.4,21586.0,red,black,"ford motor credit company,llc",29400,20600,2015-04-08 02:20:00
2013,Ford,Focus,SE,Sedan,automatic,1fadp3f2xdl371555,tn,4.8,31286.0,—,black,"ford motor credit company,llc",11200,16100,2015-04-02 04:00:00
2013,Hyundai,Elantra,Limited,Sedan,automatic,5npdh4ae9dh298567,fl,3.5,26956.0,white,beige,hyundai motor finance,14600,9400,2015-04-07 02:30:00
2012,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c50cl725612,ga,4.4,37949.0,beige,tan,boyd automotive,27000,27800,2015-04-02 03:00:00
2008,Ford,F-250 Super Duty,XL,SuperCab,automatic,1ftsx20r28ed16187,va,1.9,155964.0,white,gray,prince frederick chrysler jeep dodge inc,7450,5500,2015-04-30 02:35:00
2014,Chevrolet,Express,LS 3500,Van,automatic,1gazgyfg6e1164904,fl,4.0,21238.0,white,gray,gm remarketing,22500,18800,2015-04-28 02:30:00
2007,Ford,Escape,XLT,SUV,automatic,1fmyu93147kb44371,nj,2.0,214912.0,orange,gray,madison honda,1725,1050,2015-04-16 11:00:00
2003,GMC,Envoy,SLT,SUV,automatic,1gkdt13s132133648,pa,2.1,178131.0,gray,gray,the hertz corporation,2950,700,2015-04-24 02:00:00
2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg1er325719,mn,4.0,29137.0,white,black,pv holding inc/gdp,18650,19600,2015-04-08 06:00:00
2012,BMW,X5,xDrive35d,SUV,,5uxzw0c5xcl669391,nj,4.2,80899.0,gray,black,financial services remarketing (lease),28500,22000,2015-04-08 02:30:00
2012,Ford,Edge,Limited,SUV,automatic,2fmdk3k99cba00988,nj,3.4,42631.0,silver,black,"ford motor credit company,llc",21500,10400,2015-04-08 02:00:00
2012,Honda,Odyssey,Touring Elite,Minivan,automatic,5fnrl5h93cb044630,pa,2.9,35273.0,gray,gray,ingersoll auto of danbury,27100,13600,2015-04-03 02:00:00
2012,Honda,Pilot,EX-L,SUV,automatic,5fnyf4h73cb048964,pa,3.7,38545.0,black,gray,bay ridge honda suzuki kia,24200,12800,2015-04-03 02:15:00
2012,Nissan,Altima,2.5,sedan,automatic,1n4al2ap6cc179107,nj,3.3,37169.0,gray,black,nissan-infiniti lt,12400,17200,2015-04-08 02:30:00
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mv9cw362089,nj,3.9,33417.0,—,gray,nissan-infiniti lt,17800,12100,2015-04-15 02:30:00
2012,Nissan,Murano,SV,SUV,automatic,jn8az1mw8cw210205,nj,4.2,34998.0,black,black,nissan-infiniti lt,19150,13300,2015-04-08 02:30:00
2012,Nissan,Rogue,SV,SUV,automatic,jn8as5mv1cw358473,nj,4.7,35482.0,purple,gray,nissan-infiniti lt,16100,14200,2015-04-08 02:30:00
2012,Nissan,Sentra,2.0 S,Sedan,automatic,3n1ab6ap9cl708870,nj,3.8,38787.0,gray,gray,nissan-infiniti lt,9950,13600,2015-04-08 02:30:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bk1fkxcu002199,fl,3.9,24727.0,black,black,world omni financial corporation,18700,15800,2015-04-07 02:30:00
2011,Chevrolet,Malibu,LS,Sedan,automatic,1g1zb5e1xbf232131,mi,3.6,61712.0,white,brown,dean sellers ford,8925,7600,2015-04-02 02:30:00
2011,Chevrolet,HHR,LS,Wagon,automatic,3gnbaafwxbs645328,nc,3.6,174744.0,silver,black,mid atlantic finance/clearwater,3525,2500,2015-04-07 02:15:00
2007,BMW,3 Series,335i,Sedan,manual,wbavb73587fv75290,nj,2.9,51375.0,gray,black,financial services remarketing (lease),12450,13000,2015-04-08 02:30:00
2006,,,,,automatic,2a4gm68436r902048,oh,3.2,158354.0,white,black,credit acceptance corp/vrs/southfield,2375,1800,2015-04-07 02:30:00
2005,Cadillac,STS,V6,Sedan,automatic,1g6dw677150144009,tx,1.9,144398.0,black,gray,santander consumer,3250,1000,2015-04-15 03:30:00
2003,Nissan,Murano,SE,SUV,automatic,jn8az08t03w113459,nc,2.5,169629.0,gold,tan,primeritus remarketing/ias,2975,2500,2015-04-20 02:30:00
2003,Pontiac,Grand Am,GT1,Coupe,automatic,1g2nv12e93c134728,tx,1.0,1.0,silver,gray,manheim dallas,2875,1300,2015-04-07 04:00:00
2003,Saturn,L-Series,L200,Sedan,automatic,1g8ju54f63y571612,oh,1.0,1.0,silver,gray,select remarketing group llc/loan max title,2350,325,2015-04-07 05:00:00
2002,Dodge,Durango,SLT Plus,SUV,automatic,1b4hs58n52f125194,nj,2.0,144266.0,white,—,auto lender liquidation center,2350,400,2015-04-08 02:30:00
2002,Volvo,S60,2.4T,Sedan,,yv1rs58d222179942,oh,1.0,1.0,black,gray,select remarketing group llc/loan max title,2575,350,2015-04-07 05:00:00
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gxxeud99273,oh,4.4,10011.0,gray,gray,ford-lincoln dealer program,18950,26000,2015-04-07 02:00:00
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae8du508250,nj,3.6,26717.0,blue,gray,merchants automotive group,9900,9000,2015-04-29 02:30:00
2013,Hyundai,Elantra,GLS,Sedan,,5npdh4ae5dh421166,nj,3.2,28639.0,white,beige,merchants automotive group,12050,9000,2015-04-08 02:30:00
2013,Nissan,Sentra,SV,Sedan,automatic,3n1ab7ap6dl637005,nj,3.7,26892.0,black,black,nissan-infiniti lt,11850,11300,2015-04-08 02:30:00
2012,Ford,Taurus,SE,Sedan,automatic,1fahp2dwxcg136663,pr,3.9,68358.0,white,gray,manheim caribbean,11700,9100,2015-04-02 05:00:00
2012,Honda,Odyssey,EX-L,Minivan,,5fnrl5h62cb033513,pa,4.4,35920.0,black,brown,apple honda isuzu chrysler plymouth,23000,11100,2015-04-10 02:00:00
2005,Hyundai,Elantra,GLS,Sedan,automatic,kmhdn46d65u050594,ms,1.0,999999.0,white,gray,select remarketing group llc/midwest title loans,100,100,2015-04-02 05:02:00
2014,Ford,Focus,SE,Hatchback,automatic,1fadp3k24el338025,tn,4.0,30220.0,black,black,budget rent a car/atlanta,12400,17300,2015-04-15 03:00:00
2014,GMC,Savana Cargo,2500,Van,automatic,1gtw7fca4e1902021,nj,3.4,9099.0,white,gray,u-haul,20500,19200,2015-04-29 02:30:00
2014,Kia,Forte,LX,Sedan,automatic,knafx4a68e5236306,wi,4.4,9838.0,silver,gray,"kia motors america, inc",13050,14600,2015-04-08 03:00:00
2014,Kia,Forte,LX,Sedan,automatic,knafx4a60e5226501,wi,4.6,11461.0,red,black,"kia motors america, inc",12950,14800,2015-04-08 03:00:00
2014,Kia,Soul,+,Wagon,automatic,kndjp3a59e7069148,wi,4.7,18041.0,yellow,black,"kia motors america, inc",14100,13800,2015-04-08 03:00:00
2013,BMW,3 Series,328i,Sedan,automatic,wba3a5g59dnp24901,ca,3.6,18154.0,black,—,financial services remarketing (lease),27000,40250,2015-04-09 05:30:00
2013,Ford,Edge,SEL,SUV,automatic,2fmdk3jc0dbb69618,il,4.9,34113.0,black,black,"ford motor credit company,llc",21900,16900,2015-04-09 03:00:00
2013,Kia,Optima,LX,Sedan,automatic,5xxgm4a70dg216649,ca,3.1,48482.0,brown,gray,the hertz corporation,12700,10850,2015-04-07 05:30:00
2013,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1c4hjwdg0dl546781,ca,2.7,33231.0,black,black,avis corporation,26500,28500,2015-04-07 05:45:00
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c50cc811880,ca,4.1,32989.0,gray,black,financial services remarketing (lease),33500,28500,2015-04-09 05:30:00
2012,,,,,automatic,wbakc8c58cc437203,wi,4.4,43353.0,gray,black,financial services remarketing (lease),37100,36500,2015-04-08 03:00:00
2012,BMW,Z4,sDrive28i,Convertible,automatic,wball5c59ce716974,ca,4.8,23934.0,white,black,financial services remarketing (lease),31100,26500,2015-04-09 05:30:00
2012,Toyota,Camry,LE,Sedan,automatic,4t4bf1fk9cr191289,fl,3.5,36001.0,silver,gray,world omni financial corporation,13600,14200,2015-04-07 02:30:00
2012,Toyota,Camry,SE,Sedan,automatic,4t1bf1fk3cu058229,fl,2.4,81332.0,black,black,capital one auto finance,12700,9400,2015-04-08 02:10:00
