year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbgxdr723607,fl,2.7,38379.0,red,black,ez rent a car inc,12850,12700,2015-07-07 06:15:00
2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d95c234670,nj,1.9,116062.0,black,gray,ht automotive llc,2650,3000,2015-07-07 06:30:00
2014,Ford,F-150,Lariat,SuperCrew,automatic,1ftfw1efxeke01949,tn,4.9,17972.0,—,beige,ford-lincoln dealer program,27400,36500,2015-07-01 07:00:00
2014,Mercedes-Benz,E-Class,E350 Sport 4MATIC,Sedan,automatic,wddhf8jb9ea938957,wi,4.8,9273.0,white,black,mercedes-benz financial services,27600,42500,2015-07-01 07:00:00
2014,Volkswagen,Jetta,S,Sedan,manual,3vw1k7aj9em275429,ca,4.9,7740.0,—,black,volkswagen credit inc/sc,12050,12750,2015-07-01 09:30:00
2014,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3vwd17aj7em396072,ca,2.9,26553.0,blue,black,enterprise vehicle exchange / tra / rental / tulsa,11950,9300,2015-07-08 09:30:00
2013,Chrysler,300,S,Sedan,automatic,2c3ccabg6dh527597,pa,4.2,76577.0,black,black,randy ford inc,19550,14100,2015-07-08 07:00:00
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg1dr611650,fl,3.4,41213.0,beige,black,ez rent a car inc,12350,13200,2015-07-07 06:15:00
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,automatic,wddgf8ab5dr244729,wi,4.0,16793.0,white,black,mercedes-benz financial services,36200,25000,2015-07-01 07:00:00
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,1vwbp7a32dc031886,ga,3.1,59305.0,silver,black,the hertz corporation,10400,11800,2015-07-02 07:00:00
2012,BMW,1 Series,128i,Coupe,automatic,wbaup9c52cvl91178,ca,4.6,25056.0,black,black,financial services remarketing (lease),19250,19000,2015-07-07 09:30:00
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c50cc808865,ca,3.9,44908.0,white,gray,financial services remarketing (lease),28100,34250,2015-07-02 09:30:00
2008,Ford,Mustang,Premium,Coupe,manual,1zvht80n985136840,fl,3.0,87066.0,red,black,nicholas financial inc/clearwater,8025,6500,2015-07-07 06:00:00
2007,Chevrolet,Tahoe,LT,SUV,automatic,1gnfc13007r166874,fl,2.3,1.0,white,black,autonation ford sanford,10450,9100,2015-07-21 02:30:00
2011,Kia,Forte,LX,Sedan,automatic,knaft4a27b5443399,pr,4.1,37079.0,white,gray,oriental bank,6050,8100,2015-07-02 09:00:00
2015,Ford,Taurus,Limited,Sedan,automatic,1fahp2f88fg104460,ca,2.2,4710.0,silver,black,enterprise vehicle exchange / tra / rental / tulsa,23400,8300,2015-07-07 09:30:00
2013,Ford,Explorer,XLT,SUV,automatic,1fm5k7d82dgc37848,fl,4.4,19340.0,black,black,"ford motor credit company,llc",14250,26900,2015-07-03 06:00:00
2013,Ford,Focus ST,Base,Hatchback,manual,1fadp3l90dl301080,tx,4.4,59748.0,red,black,gm financial,15900,16800,2015-07-02 07:30:00
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,wddhf5kb6da706117,ca,2.9,25009.0,—,black,mercedes-benz financial services,28800,31000,2015-07-07 09:30:00
2004,Toyota,Highlander,Base,SUV,automatic,jtegp21a440041861,nc,1.9,154011.0,silver,beige,hendrick honda,5500,6600,2015-07-07 06:15:00
2013,Toyota,Tacoma,V6,Double Cab,automatic,3tmlu4en6dm116903,fl,3.6,42128.0,black,beige,onesource/ernie palmer toyota,25800,27100,2015-07-08 07:00:00
2012,BMW,5 Series,528i xDrive,Sedan,automatic,wbaxh5c50cdw05092,ca,2.6,37326.0,blue,tan,financial services remarketing/rail cars,29400,28500,2015-07-01 09:30:00
2014,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb9e7114047,mn,3.6,37090.0,red,tan,avis corporation,12000,12800,2015-07-09 07:30:00
2012,Ford,Fiesta,SES,Hatchback,automatic,3fadp4fj1cm110471,tn,4.1,38984.0,purple,black,wholesale inc # 2,8800,10500,2015-07-07 08:00:00
2011,Chrysler,200,Touring,Sedan,automatic,1c3bc1fb0bn568404,tn,4.4,44130.0,black,black,wholesale inc # 2,8725,11000,2015-07-07 08:00:00
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap9bm509841,ca,4.1,48522.0,gray,gray,nissan infiniti lt,16350,19000,2015-07-01 07:30:00
2011,Kia,Forte,LX,Sedan,manual,knaft4a25b5444616,tn,4.1,53815.0,white,gray,wholesale inc # 2,5550,9100,2015-07-07 08:00:00
2010,Chrysler,Town and Country,Touring,Minivan,automatic,2a4rr5d14ar351069,tx,2.6,1.0,black,gray,afs acceptance llc,11700,1500,2015-07-01 07:00:00
2003,BMW,X5,3.0i,SUV,automatic,5uxfa53563lv94137,tx,1.8,1.0,white,tan,wells fargo dealer services,6650,1200,2015-07-01 07:00:00
2014,Ford,Escape,SE,SUV,automatic,1fmcu0gxxeuc47008,fl,3.5,35766.0,white,gray,avis budget group,13300,17600,2015-07-02 06:00:00
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k95er279055,fl,4.7,17122.0,—,black,avis budget group,18500,21800,2015-07-01 06:25:00
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8am7e5232557,mo,4.5,38495.0,red,black,ars/avis budget group,15100,17800,2015-07-07 08:00:00
2014,Nissan,Frontier,SV,Crew Cab,,1n6ad0ev4en707123,il,3.7,15937.0,gray,gray,tdaf remarketing,23100,22200,2015-07-08 07:30:00
2014,Ram,2500,Laramie,Crew Cab,automatic,3c6ur5fl5eg313903,tx,4.5,15523.0,white,black,barco fleet services,43900,44500,2015-07-01 08:45:00
2013,Ford,Escape,SE,SUV,,1fmcu9gx8duc82858,pa,4.2,13941.0,gray,gray,"ford motor credit company,llc",16450,19400,2015-07-02 07:00:00
2013,Ford,Explorer,XLT,SUV,,1fm5k8d82dgc94850,pa,2.9,58753.0,white,black,the hertz corporation,14350,23200,2015-07-03 06:30:00
2011,BMW,X5,xDrive35d,SUV,automatic,5uxzw0c58bl658131,fl,4.2,66574.0,gray,black,lauderdale imports ltd bmw pembrok pines,22700,27700,2015-07-06 06:00:00
2011,Saab,9-5,Turbo4 Premium,Sedan,automatic,ys3gn4ar9b4004184,fl,1.9,50080.0,gray,black,tfp international inc,11300,11500,2015-07-09 07:35:00
2013,Nissan,Leaf,SV,Hatchback,automatic,1n4az0cp9dc404928,ca,2.7,20984.0,white,black,nissan-infiniti lt,9000,12200,2015-07-01 09:30:00
2013,Nissan,Versa,1.6 S Plus,Sedan,manual,3n1cn7ap4dl852480,nj,2.0,79067.0,gray,black,all american ford inc,6275,6000,2015-07-08 06:30:00
2012,BMW,3 Series,328i,Coupe,automatic,wbake3c59ce769829,fl,4.7,21147.0,gray,black,financial services remarketing (lease),22100,23200,2015-07-07 06:10:00
2012,Chevrolet,Traverse,LT,SUV,automatic,1gnkvjed8cj244237,md,3.2,60417.0,gold,black,the hertz corporation,19100,16900,2015-07-07 06:30:00
2014,Chevrolet,Captiva Sport,LT Fleet,SUV,automatic,3gnal3ek1es559670,mo,4.6,24790.0,red,black,wright automotive inc,16300,17300,2015-07-01 07:00:00
2012,Ford,Fusion,SEL,Sedan,automatic,3fahp0jg5cr197414,fl,4.4,66863.0,black,black,capital one auto finance,9825,13000,2015-07-09 07:00:00
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,jn1cv6ap2cm622404,tx,3.5,36437.0,black,beige,nissan infiniti lt,18100,20000,2015-07-08 07:30:00
2012,Jeep,Wrangler,Unlimited Sahara,SUV,,1c4bjweg4cl244333,on,4.9,41154.0,orange,black,oakville chrysler dodge jeep ram,26600,25300,2015-07-09 07:00:00
2012,Lincoln,MKX,Base,SUV,automatic,2lmdj8jk7cbl14812,il,4.6,40813.0,black,black,"ford motor credit company,llc",23800,23500,2015-07-01 07:00:00
2011,BMW,3 Series,335i,Coupe,automatic,wbakg7c58be598359,ga,3.5,44831.0,black,red,financial services remarketing (lease),22100,21600,2015-07-02 08:00:00
2011,Ford,Focus,SE,Sedan,,1fahp3fn4bw185985,pr,3.5,52403.0,beige,black,oriental bank,7225,6600,2015-07-02 09:00:00
2010,Honda,Accord,EX,Sedan,automatic,1hgcp2f77aa050903,pr,4.3,83221.0,gray,black,oriental bank,9950,12600,2015-07-02 09:00:00
2008,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf13468a267002,nj,2.8,113719.0,silver,brown,primus automotive financial services,17350,17000,2015-07-09 05:50:00
2006,Chrysler,Sebring,Base,Sedan,automatic,1c3el46x06n275313,nc,3.1,130108.0,white,gray,bens automotive center inc,1250,1800,2015-07-06 07:00:00
2004,BMW,3 Series,330Ci,Coupe,,wbabd534x4pd97139,nj,1.9,95250.0,silver,black,palisades dealer funding llc,6275,4500,2015-07-08 06:00:00
2014,Ford,Explorer,Limited,SUV,automatic,1fm5k7f87egb25142,fl,4.3,28666.0,—,black,royal rent a car,26100,22300,2015-07-07 06:15:00
2015,Ford,Fusion,SE,Sedan,automatic,3fa6p0h71fr189618,tn,4.9,10.0,white,black,ford motor credit company,33900,42100,2015-07-09 08:00:00
2014,Ford,Fusion Hybrid,SE,Sedan,automatic,3fa6p0lu9er308088,tn,4.5,33608.0,—,black,avis budget group,20200,18700,2015-07-09 08:00:00
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8am1e5201580,ca,4.0,33523.0,green,black,ars/avis budget group,23500,18200,2015-07-02 09:30:00
2014,Ford,Mustang,V6,Coupe,automatic,1zvbp8am6e5240343,tx,3.5,40665.0,red,beige,avis corporation,15950,18100,2015-07-02 07:00:00
2014,GMC,Acadia,SLT-1,SUV,automatic,1gkkvrkd2ej138840,ne,4.1,33846.0,silver,gray,enterprise vehicle exchange/davenport,29300,30000,2015-07-08 07:30:00
2014,Hyundai,Elantra,SE,Sedan,,5npdh4ae3eh525477,nj,3.5,12401.0,gray,gray,enterprise veh exchange/rental,12600,14100,2015-07-01 06:30:00
2014,Lincoln,MKS,Base,Sedan,automatic,1lnhl9ek3eg602717,tn,4.4,24596.0,—,beige,ford motor credit company,24900,27200,2015-07-08 07:00:00
2014,Mazda,CX-5,Touring,SUV,automatic,jm3ke4cy9e0405517,co,4.0,31091.0,gray,black,avis corporation,19050,19900,2015-07-03 08:55:00
2014,Nissan,Sentra,S,Sedan,automatic,3n1ab7ap9el666094,ca,3.2,15208.0,gray,black,enterprise vehicle exchange / tra / rental / tulsa,11700,8800,2015-07-08 09:30:00
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg6dr548805,fl,3.1,43297.0,gold,black,ez rent a car inc,12200,12300,2015-07-07 06:15:00
2013,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbg9dr723453,fl,3.7,41044.0,beige,black,ez rent a car inc,12700,12300,2015-07-07 06:15:00
2013,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg9dr611749,fl,3.4,44654.0,black,black,ez rent a car inc,12150,13200,2015-07-07 06:15:00
2013,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbg2dr723472,fl,3.9,41620.0,black,black,ez rent a car inc,12700,12400,2015-07-07 06:15:00
2013,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae1du273741,mo,3.8,54295.0,white,tan,avis corporation,8275,9400,2015-07-09 09:00:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac2dh758995,ne,4.3,50416.0,white,tan,enterprise vehicle exchange/davenport,10600,11700,2015-07-08 07:30:00
2013,Lincoln,MKX,Base,SUV,,2lmdj8jk0dbl23871,nj,4.2,22275.0,brown,brown,"ford motor credit company,llc",28200,28300,2015-07-08 06:30:00
2014,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,,1gc1kye87ef149585,co,4.9,18831.0,red,gray,ghent chevrolet cadillac,46700,44600,2015-07-08 08:45:00
2013,Toyota,Tacoma,V6,Double Cab,automatic,3tmmu4fn2dm061725,pa,3.9,10984.0,gray,gray,toyota financial services,28500,28400,2015-07-08 06:30:00
2012,BMW,X3,xDrive28i,SUV,automatic,5uxwx5c57cl722030,fl,1.9,58197.0,black,black,santander consumer,22400,19800,2015-07-02 06:35:00
2010,Ford,Edge,SE,SUV,,2fmdk3gc5abb23804,mo,3.7,82202.0,—,black,primeritus remarketing/crescent bank & trust,9525,7000,2015-07-07 07:30:00
2007,,,,,,5nmsg73e07h106785,qc,2.4,112989.0,silver,gray,2842 2988 quebec inc,6375,5800,2015-07-07 07:00:00
2007,Mercedes-Benz,CLS-Class,CLS550,Sedan,automatic,wdddj72x27a080493,mo,2.1,79869.0,gray,black,wildwood auto plaza,15400,15800,2015-07-08 07:30:00
2005,Lexus,LS 430,Base,Sedan,automatic,jthbn36f955011580,ga,2.8,190504.0,black,black,national brokers,9700,8400,2015-07-09 07:00:00
2003,Volkswagen,New Beetle,GLS,Hatchback,automatic,3vwck21c53m426809,ga,1.9,110044.0,black,tan,barattini quality cars & trucks inc,2025,3300,2015-07-09 06:30:00
2013,Ford,C-Max Energi,SEL,Wagon,automatic,1fadp5cu0dl509945,tx,3.4,93857.0,gray,black,tdaf remarketing,8050,10500,2015-07-08 07:00:00
2012,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f40ca087767,ca,3.5,33152.0,gray,black,"ahfc/honda lease trust/hvt, inc. eot",11550,13600,2015-07-02 09:00:00
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f33ca047092,ca,3.7,27148.0,silver,gray,"ahfc/honda lease trust/hvt, inc. eot",10700,14100,2015-07-02 09:00:00
2014,Buick,LaCrosse,Leather Group,Sedan,automatic,1g4gb5g38ef101664,mo,4.4,36214.0,silver,black,ltd ford lincoln,19350,19700,2015-07-01 07:00:00
2013,Porsche,Cayenne,GTS,SUV,,wp1ad2a20dla78768,ga,3.5,13869.0,gray,black,mercedes benz of buckhead,65000,70200,2015-07-02 08:00:00
2013,Toyota,Corolla,LE,Sedan,automatic,5yfbu4ee4dp130772,ca,2.9,37477.0,gray,gray,ag leaseplan,10600,9900,2015-07-08 09:30:00
2012,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2bt8cec82363,tx,3.3,87533.0,white,black,fairway ford henderson,35500,38000,2015-07-08 07:00:00
2008,Lexus,ES 350,Base,Sedan,automatic,jthbj46g382271960,fl,2.3,122187.0,burgundy,tan,"jpmorgan chase bank,n.a.",9300,8600,2015-07-02 06:30:00
2005,Mercedes-Benz,CLK-Class,CLK320,Convertible,automatic,wdbtk65g65t035002,ga,3.3,71330.0,blue,gray,young motors llc,9675,8500,2015-07-09 06:45:00
2014,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1et6ekd12613,tn,3.8,33833.0,—,gray,midtown motors,21400,25800,2015-07-01 07:00:00
2014,BMW,3 Series,328i,Sedan,automatic,wba3a5c52ef605198,fl,4.5,21249.0,black,black,enterprise veh exchange/rental,24700,28000,2015-07-03 17:15:00
2012,Ford,Escape,Limited,SUV,automatic,1fmcu9e71ckb86762,nj,4.3,27037.0,white,black,"ford motor credit company,llc",17250,18700,2015-07-01 06:30:00
2012,Honda,Civic,LX,Sedan,automatic,19xfb2f54ce333333,pa,2.8,41141.0,blue,gray,"ahfc/honda lease trust/hvt, inc. eot",11200,10200,2015-07-08 06:30:00
2011,Ford,Shelby GT500,Base,Coupe,manual,1zvbp8js3b5158208,ca,4.6,17784.0,white,black,certified preowned ford&lincoln/mercury dlr unit,39900,38500,2015-07-09 09:00:00
2014,Chrysler,300,Base,Sedan,automatic,2c3ccaag5eh263047,ca,4.3,15020.0,—,black,hertz corporation/gdp,19700,20600,2015-07-02 09:30:00
2004,Land Rover,Freelander,HSE,SUV,automatic,salne22284a297030,va,2.9,74723.0,white,tan,primeritus remarketing/aras,1850,2400,2015-07-09 05:50:00
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k90er272899,tn,3.8,31375.0,white,black,budget rent a car/atlanta,17250,19600,2015-07-08 07:00:00
2014,Ford,Mustang,GT,Coupe,automatic,1zvbp8cf1e5329106,nv,4.4,18009.0,blue,black,ars/budget rac of utah & idaho,24600,22900,2015-07-03 09:00:00
2013,Ford,Escape,Titanium,SUV,automatic,1fmcu0j90dua99394,tn,4.0,30616.0,gray,black,"ford motor credit company,llc",11800,20700,2015-07-09 08:00:00
2004,Jeep,Grand Cherokee,Limited,SUV,automatic,1j8gw58n04c207902,fl,3.9,40844.0,silver,black,remarketing by ge/tmt auto wholesale inc,5600,9900,2015-07-02 06:20:00
2012,Mercedes-Benz,E-Class,E350 Luxury 4MATIC,Sedan,automatic,wddhf8jb3ca657377,tn,2.4,39647.0,gray,black,mercedes-benz financial services,25800,23250,2015-07-01 07:30:00
2011,BMW,5 Series,550i,Sedan,automatic,wbafr9c53bde81904,ca,4.6,31439.0,black,—,financial services remarketing (lease),28200,32000,2015-07-07 09:30:00
2009,Toyota,Highlander Hybrid,Limited,SUV,automatic,jteew44a492027049,nv,3.5,105221.0,blue,beige,unique autos,16000,18500,2015-07-03 08:55:00
2009,Volkswagen,Jetta,SportWagen TDI,Wagon,automatic,3vwtl71k49m321320,ca,2.6,132167.0,white,tan,siry auto group,6075,7100,2015-07-07 09:30:00
2014,Ford,Taurus,Limited,Sedan,automatic,1fahp2f81eg165101,tx,3.0,34463.0,—,black,avis budget group,17750,18500,2015-07-01 07:00:00
2014,Hyundai,Accent,GLS,Sedan,automatic,kmhct4ae8eu643777,ca,4.6,15107.0,blue,tan,hyundai motor america,10500,11700,2015-07-03 08:55:00
2014,Nissan,Pathfinder,S,SUV,automatic,5n1ar2mm7ec629615,pa,4.9,7248.0,black,black,r hollenshead auto sales inc,23500,24000,2015-07-01 06:30:00
2013,Dodge,Journey,SXT,SUV,,3c4pddbg6dt570341,tx,3.8,95504.0,gray,tan,emkay inc,10000,13000,2015-07-08 07:00:00
2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,1vwbp7a32dc016014,tx,2.1,67911.0,silver,—,the hertz corporation,9575,11400,2015-07-01 07:00:00
2014,Chevrolet,Suburban,LTZ 1500,SUV,automatic,1gnscke03er145693,mo,3.5,44295.0,black,black,jacksonville auto mart,37000,37300,2015-07-08 07:30:00
2013,Infiniti,G Coupe,G37 Sport,G Coupe,automatic,jn1cv6ek9dm920478,ca,3.6,18903.0,black,black,nissan infiniti lt,23600,23500,2015-07-02 09:30:00
2013,Nissan,Rogue,SV,SUV,automatic,jn8as5mv6dw602717,tn,3.6,58182.0,—,black,the hertz corporation,12250,13000,2015-07-08 07:00:00
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar7bm356507,tx,2.3,33311.0,gray,black,nissan infiniti lt,17550,17800,2015-07-08 07:30:00
2006,Volkswagen,Passat,2.0T,Sedan,,wvwek73c46p123184,pa,2.2,85060.0,black,black,merrick preowned,4025,5200,2015-07-07 10:00:00
2014,Ford,Expedition,XLT,SUV,automatic,1fmju1j58eef20283,tn,4.4,34105.0,red,tan,avis budget group,17800,31700,2015-07-09 08:00:00
2013,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1etxdfb77370,mi,4.2,24052.0,gray,gray,automobiles paille inc,20700,25500,2015-07-01 07:00:00
2013,Nissan,Sentra,SR,Sedan,automatic,3n1ab7ap5dl636556,mo,5.0,46134.0,red,black,auffenberg hyundai inc,10850,13000,2015-07-01 07:00:00
2012,,,,,automatic,wbakc8c52cc435477,nv,2.4,40524.0,black,black,financial services remarketing (lease),37200,33000,2015-07-03 09:00:00
2012,Honda,Accord,LX,Sedan,automatic,1hgcp2f3xca116215,ca,4.2,27721.0,gray,gray,"ahfc/honda lease trust/hvt, inc. eot",18450,12000,2015-07-02 09:00:00
2012,Mazda,Mazda3,i Touring,Sedan,manual,jm1bl1v81c1660440,nj,3.5,19665.0,black,black,northeast auto marketing,11650,10500,2015-07-07 06:30:00
2010,Mitsubishi,Outlander,ES,SUV,automatic,ja4as2aw4az014522,pr,3.5,69079.0,beige,black,reliable financial services inc,6550,8300,2015-07-02 09:00:00
2008,BMW,1 Series,135i,Convertible,automatic,wbaun93588vf56134,ca,3.3,96344.0,red,black,mazmo auto sales,12500,13750,2015-07-08 09:30:00
2008,Buick,Lucerne,CXL,Sedan,automatic,1g4hd57248u160247,pa,2.8,47180.0,silver,gray,diamond credit union,9150,7900,2015-07-03 06:00:00
2007,Toyota,FJ Cruiser,Base,SUV,automatic,jtebu11f670006025,ca,4.6,105698.0,gray,black,clear view systems,14350,16750,2015-07-07 09:30:00
2002,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b42u212349,fl,2.0,113024.0,black,gray,zimmerman auto brokers inc,3475,4100,2015-07-03 06:30:00
2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap5cn405853,nj,4.3,18673.0,beige,tan,j & s auto haus,12500,12500,2015-07-01 06:30:00
2010,BMW,X5,xDrive35d,SUV,,5uxff0c57alt77603,pa,4.3,73486.0,gray,black,bmw of annapolis/mini of annapolis,19800,19400,2015-07-08 06:30:00
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar6dm751877,wa,4.8,16621.0,white,gray,nissan infiniti lt,22100,24750,2015-07-08 10:30:00
2013,Nissan,Leaf,SL,Hatchback,automatic,1n4az0cpxdc401262,wa,2.9,8717.0,black,black,nissan-infiniti lt,12500,15900,2015-07-08 09:30:00
2012,Volkswagen,Jetta,TDI,Sedan,automatic,3vwll7aj5cm394968,fl,2.7,65460.0,white,black,lease plan usa,12550,12500,2015-07-07 06:30:00
2014,Dodge,Challenger,SXT,Coupe,automatic,2c3cdyagxeh233855,ca,3.8,26802.0,black,black,enterprise veh exchange/rental,18200,18900,2015-07-08 09:30:00
2005,Bentley,Continental GT,Base,Coupe,automatic,scbcr63w15c025701,ca,4.9,42409.0,silver,black,payless auto sales inc,48600,54000,2015-07-02 09:00:00
2014,Ford,Flex,SE,Wagon,automatic,2fmgk5b80ebd16606,mi,4.6,17332.0,gray,black,ars-cpo,18550,19800,2015-07-01 07:00:00
2012,Chevrolet,Camaro,LT,Coupe,automatic,2g1fb1e30c9160864,sc,3.5,36615.0,silver,black,dab auto world & leasing,16900,18100,2015-07-07 06:30:00
2012,Ford,Escape,Limited,SUV,automatic,1fmcu0e74ckb06477,ca,4.3,48385.0,blue,tan,wholesale motor sales inc,14500,14600,2015-07-07 09:30:00
2007,GMC,Sierra 1500,SLE1,Extended Cab,automatic,2gtek19j271724367,ga,2.9,146374.0,red,black,"jpmorgan chase bank,n.a.",10550,12000,2015-07-07 06:30:00
2014,Chevrolet,Volt,Base,Hatchback,automatic,1g1ra6e41eu147231,fl,4.1,47868.0,black,black,ge fleet services for itself/servicer,14050,19200,2015-07-07 06:30:00
2004,Lexus,RX 330,Base,SUV,automatic,2t2ga31u94c008202,fl,3.6,110093.0,gray,gray,arg inc,7975,8400,2015-07-03 06:00:00
2014,Ford,Focus,SE,Sedan,automatic,1fadp3f23el214001,tn,4.5,39081.0,—,black,ars/avis budget group,10600,11300,2015-07-08 07:30:00
2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0hd8er236695,tn,4.4,33571.0,—,tan,ars/avis budget group,18000,15700,2015-07-09 08:00:00
2011,Kia,Sorento,EX,SUV,,5xykuca13bg171800,pa,5.0,31643.0,burgundy,black,924 auto corp,17250,17800,2015-07-03 06:00:00
2013,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxdh613607,md,4.1,68599.0,blue,gray,dtg operations inc,9575,11500,2015-07-07 06:30:00
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dc213950,fl,5.0,8456.0,red,black,nissan-infiniti lt,12400,14400,2015-07-01 06:00:00
2014,Chevrolet,Captiva Sport,LT Fleet,SUV,automatic,3gnal3ek9es604340,fl,2.8,22465.0,gray,black,gm remarketing,16550,16700,2015-07-08 07:00:00
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha5cr180663,mi,4.2,55254.0,red,black,"ford motor credit company,llc",9875,10700,2015-07-01 07:00:00
2012,Ford,Fusion,SE,Sedan,automatic,3fahp0ha9cr394958,tx,4.3,48552.0,—,gray,"ford motor credit company,llc",10400,12200,2015-07-08 07:00:00
2012,Lincoln,MKT,Base,Wagon,automatic,2lmhj5at8cbl51358,co,4.5,60898.0,white,beige,"ford motor credit company,llc pd",21100,22600,2015-07-08 08:00:00
2011,Ford,Ranger,XL,Regular Cab,automatic,1ftkr1ad6bpb01897,mo,3.7,57567.0,red,gray,lease plan usa,9975,10100,2015-07-08 07:30:00
2010,Ford,Edge,Limited,SUV,automatic,2fmdk3kc4abb26121,pa,1.9,67212.0,charcoal,black,r hollenshead auto sales inc,14550,13500,2015-07-09 07:00:00
2008,,,,,automatic,wbahl835x8dt13560,tn,3.4,99143.0,black,gray,wells fargo dealer services,12150,12800,2015-07-08 07:30:00
2014,Ford,F-150,Lariat,SuperCrew,automatic,1ftfw1ef1ekd65522,tn,4.6,16929.0,white,tan,ford-lincoln dealer program,37400,36300,2015-07-01 07:00:00
2014,Nissan,Sentra,SR,Sedan,automatic,3n1ab7ap8el620482,nj,1.9,17671.0,—,black,nissan-infiniti lt,12200,6750,2015-07-01 06:30:00
2013,Dodge,Durango,Crew,SUV,automatic,1c4rdhdg3dc700293,nj,4.4,32134.0,red,black,enterprise veh exchange/rental,24000,22900,2015-07-08 06:30:00
2013,Ford,Explorer,Limited,SUV,automatic,1fm5k7f87dgc07435,fl,4.2,43776.0,—,black,ars/avis budget group,24300,25300,2015-07-09 06:00:00
2012,Mercedes-Benz,Sprinter,2500 144 WB Passenger,Van,automatic,wdzpe7cc3c5614787,tx,3.4,37127.0,gray,black,walser leasing,39300,32300,2015-07-02 08:00:00
2010,Ford,Ranger,SPORT,SuperCab,,1ftkr4eexapa72939,qc,2.9,55436.0,silver,black,goldstar motors,11150,9100,2015-07-02 15:30:00
2007,GMC,Yukon XL,SLE 1500,SUV,automatic,1gkfk16347j361378,nj,2.5,172153.0,silver,black,moshina motors inc,9725,7900,2015-07-08 06:00:00
